100 4950
7 66 8394717
7 68 9810124
7 70 4768781
7 73 8064427
7 77 2799108
7 79 9963873
7 81 8886190
7 87 130558
7 90 4665759
7 93 10625580
7 98 3194023
7 99 3975290
8 0 1774504
8 1 6277278
8 6 2896826
8 13 5714413
8 19 10286443
8 20 5821477
8 23 3126168
8 24 10114301
8 25 7939123
8 26 4975023
8 37 6900534
8 39 4200928
8 46 10571011
8 49 6029461
8 51 2334458
8 52 10845058
8 53 3833359
8 55 3597159
8 56 1412960
8 58 4806254
8 63 12227921
8 65 8316836
8 66 1257182
8 69 6652947
8 70 124397
8 74 7063496
8 77 9656747
8 78 3560243
8 81 8747670
8 86 8524931
8 87 179113
8 94 6866950
8 97 11687501
8 98 12137523
9 0 7572546
9 2 12242806
9 4 9114117
9 6 10449355
9 7 1783553
9 8 9235338
9 11 2015653
9 13 10500960
9 17 7634915
9 19 2581980
9 20 1271746
9 21 1260221
9 26 3436505
9 32 10243304
9 34 7394679
9 35 8550524
9 37 7252062
9 38 5880421
9 39 9424940
9 45 5466488
9 46 8198393
9 47 2951065
9 48 7590123
9 49 3075226
9 50 6198590
9 53 7987588
9 54 6389716
9 56 11646284
9 59 9823212
9 61 5346759
9 64 9551084
9 65 10374661
9 66 9604085
9 67 7499728
9 68 3926926
9 69 3548010
9 72 9491878
9 75 7994398
9 77 4195800
9 78 12142785
9 79 2692534
9 81 7165890
9 82 10280117
9 88 8413060
9 91 7841327
9 94 3487509
9 95 9634343
9 97 3006487
10 1 9036089
10 2 8015417
10 5 10487088
10 8 6530827
10 11 1107753
10 14 8498370
10 17 2323301
10 18 5241964
10 20 148292
10 24 4657069
10 25 3346166
10 28 6271252
10 31 4332697
10 32 5194274
10 34 11782504
10 35 3880616
10 41 10677180
10 43 4293793
10 45 6642382
10 46 7284506
10 49 9994445
10 55 9871259
10 58 670546
10 59 9866313
10 62 10453417
10 63 7580153
10 64 11785760
10 67 6131730
10 70 7500795
10 72 3080453
10 75 2851906
10 76 5269594
10 77 2388329
10 82 3604031
10 84 2926533
10 85 7232755
10 87 3034091
10 91 6845740
10 92 7445073
10 93 7087852
10 95 11285578
10 97 2226872
10 98 10469676
10 99 8872558
11 0 1893682
11 1 4019750
11 2 11271299
11 3 11177834
11 4 5193988
11 5 2536259
11 12 11394425
11 14 9049599
11 16 1341872
11 18 5093067
11 21 4556379
11 24 11172286
11 25 11654007
11 30 12159502
11 32 7813164
11 34 551124
11 35 3677931
11 37 7505552
11 41 5439144
11 42 9997134
11 43 8077860
11 46 3849827
11 49 3514198
11 50 7898718
11 52 8550579
11 53 3854070
11 55 5154951
11 56 5056592
11 57 11443304
11 58 4211817
11 60 5121801
11 62 1358916
11 67 1839623
11 69 3259837
11 70 1681999
11 71 5116738
11 74 4371734
11 75 4228386
11 78 10036924
11 80 1072334
11 81 5061175
11 82 8053702
11 83 2221420
11 85 4347916
11 93 6417101
11 94 3542104
11 97 1656719
11 99 10737826
12 0 5600977
12 4 11219546
12 5 4248481
12 6 3799344
12 7 12236067
12 9 6735633
12 11 2052369
12 14 7852722
12 16 8775029
12 17 1231562
12 18 9367093
12 24 8094573
12 26 10786116
12 27 1003961
12 30 5896477
12 32 9264791
12 34 7348269
12 35 3604969
12 41 11406993
12 42 5313402
12 44 3803840
12 47 4360223
12 49 2325342
12 52 3926032
12 55 1990152
12 56 10663969
12 59 1838769
12 60 4548403
12 63 2508466
12 64 7953406
12 65 68817
12 66 6585481
12 67 3770179
12 68 6641143
12 69 11722373
12 70 7323963
12 72 12077830
12 75 6518200
12 76 589903
12 77 2585976
12 80 7694270
12 81 1025288
12 82 11992517
12 83 11472066
12 84 5671700
12 86 2482975
12 87 4281644
12 90 11419939
12 91 12222972
12 93 9900112
12 95 759145
12 98 2171360
13 1 470668
13 2 5982010
13 10 12000321
13 15 85430
13 17 4533161
13 18 5887478
13 20 3261442
13 21 2953992
13 23 11788215
13 25 11680882
13 26 6030627
13 27 9097089
13 28 1031209
13 30 514336
13 35 8126308
13 38 7959840
13 39 2036397
13 42 1585025
13 43 6221712
13 45 7263861
13 46 3187567
13 49 11266377
13 50 2906628
13 51 2850744
13 52 2797805
13 53 6652329
13 54 2560528
13 55 7339835
13 56 9167538
13 57 11605705
13 58 3749136
13 60 10950383
13 62 9012877
13 64 6952460
13 68 5653599
13 70 2575512
13 72 7991100
13 73 4381202
13 75 3968836
13 76 1322888
13 78 10815744
13 80 4202213
13 84 3848403
13 86 7429302
13 88 9125448
13 90 7586724
13 91 10176247
13 92 3468573
13 94 908687
13 95 9881790
13 99 8924020
14 5 11421426
14 6 1291525
14 7 3839169
14 8 5895742
14 9 11780524
14 10 7385862
14 12 478721
14 13 4553649
14 17 8583657
14 19 11098155
14 22 8475413
14 23 2918113
14 24 7448277
14 26 4018942
14 31 8479132
14 33 1254411
14 34 2198579
14 35 7435384
14 36 25771
14 37 3460279
14 38 960235
14 42 10295787
14 44 3429402
14 45 10576082
14 46 6245161
14 47 11464705
14 48 5571738
14 50 3387829
14 51 10191389
14 54 3070150
14 56 12067710
14 59 10931819
14 60 2587939
14 61 4643928
14 63 11602448
14 64 1140066
14 65 616522
14 67 11912839
14 68 12196745
14 69 8987641
14 71 7243231
14 72 11173107
14 73 506547
14 75 481138
14 76 7164014
14 77 4770296
14 78 10443151
14 80 5886675
14 81 195143
14 82 1454963
14 83 2661258
14 84 789297
14 93 4950164
14 95 1343541
14 96 2716779
14 97 2150113
15 0 3363941
15 4 2510216
15 5 9126716
15 6 3414637
15 8 4624461
15 16 2360940
15 19 6274307
15 20 3779377
15 21 4934230
15 25 7163177
15 26 8700596
15 27 7465073
15 28 306531
15 32 12166569
15 33 321174
15 35 119648
15 37 911862
15 38 2561427
15 39 2261629
15 41 2278428
15 42 2590703
15 43 1872947
15 44 4672174
15 50 3841604
15 51 5845948
15 52 2927510
15 56 1374324
15 57 8534349
15 58 1801162
15 59 8696683
15 61 780634
15 62 10971367
15 64 8129984
15 68 8837903
15 71 8317612
15 73 8832082
15 74 7332778
15 75 129264
15 77 7937759
15 79 9333015
15 81 7279895
15 82 1885117
15 83 11717856
15 90 4535617
15 91 4772862
15 94 2560304
15 95 10410412
15 97 6632967
15 99 7274010
16 5 12108808
16 6 6775316
16 8 10877043
16 9 1388938
16 10 77001
16 13 2578502
16 14 6170903
16 17 1919546
16 18 6588424
16 20 763972
16 22 5327938
16 25 306057
16 27 4994720
16 30 939587
16 32 8698215
16 35 1117527
16 37 4485500
16 38 49307
16 39 5994657
16 44 9021475
16 50 9986129
16 51 3479668
16 52 9722986
16 56 3809878
16 57 2313956
16 62 1014257
16 63 2352718
16 65 3683323
16 67 9855066
16 71 8952328
16 72 7573372
16 80 5588149
16 81 9176887
16 82 1539208
16 83 4979877
16 84 2288348
16 85 2649919
16 87 5572772
16 88 8278685
16 90 9018797
16 91 8535788
16 92 757535
16 95 3388345
16 96 6020262
16 99 10944067
17 1 12210958
17 3 2607371
17 5 9950718
17 7 6777455
17 8 8403457
17 9 4335139
17 12 5162127
17 13 9211194
17 15 979885
17 16 8290468
17 18 11856777
17 20 3234836
17 21 551168
17 22 12159575
17 23 8297736
17 24 10953593
17 27 5376562
17 28 4790879
17 29 8442172
17 30 357106
17 32 2172503
17 33 11547548
17 34 2247950
17 35 11715529
17 36 2341611
17 38 8669022
17 39 1382107
17 41 6838411
17 44 9086763
17 46 6870349
17 48 5965364
17 49 1728535
17 51 6464707
17 54 2246560
17 55 1465166
17 58 11777139
17 60 4580490
17 61 8762010
17 62 2950551
17 65 8198820
17 66 4185387
17 69 5802315
17 72 231215
17 78 3515223
17 80 1790631
17 83 9781931
17 84 3318782
17 86 3930268
17 88 1172646
17 93 9563459
17 96 9951934
17 98 2808493
18 1 560249
18 2 11171551
18 7 7339396
18 8 11416012
18 11 2252240
18 13 336036
18 15 11918797
18 16 9531626
18 19 12063497
18 20 8861529
18 21 9187274
18 24 2412050
18 25 283125
18 26 6760702
18 28 5243136
18 29 1950915
18 30 8153610
18 31 7043893
18 32 7339330
18 33 12212974
18 36 1533933
18 39 4957565
18 40 12053974
18 41 6411850
18 42 5088835
18 43 8787418
18 46 4260055
18 47 6878055
18 48 7705596
18 49 9181786
18 51 9752401
18 53 1661101
18 56 7853207
18 57 7779249
18 62 11988700
18 64 9344583
18 66 9635497
18 67 10861070
18 70 3638365
18 71 7651974
18 74 11022635
18 75 233275
18 76 11764252
18 77 4190452
18 80 9044085
18 86 559550
18 87 6563925
18 88 9731271
18 89 4429353
18 90 9902455
18 93 6200433
18 94 4543282
18 95 2517620
18 96 5448307
19 0 121579
19 2 3854052
19 3 1440685
19 8 3474920
19 9 11939898
19 20 3157107
19 23 10895102
19 24 8349852
19 25 3872342
19 28 5651269
19 29 9340017
19 31 7699763
19 33 11924538
19 43 2796307
19 45 5633829
19 50 6928542
19 51 9655028
19 58 9928156
19 60 2296913
19 62 303576
19 63 11906904
19 65 10155130
19 67 7518340
19 70 10429566
19 72 5675531
19 73 11406087
19 75 7637377
19 76 9416608
19 80 6185166
19 86 7960333
19 88 5403590
19 92 12144184
19 93 1354553
19 97 11572048
20 0 9838743
20 2 7697054
20 5 9979808
20 9 6293955
20 11 3016526
20 13 1632815
20 14 3473838
20 15 5257306
20 16 8727032
20 17 3078079
20 18 10171729
20 21 12110202
20 23 10501894
20 25 818989
20 26 8940640
20 27 9484251
20 28 5890708
20 30 2217200
20 32 8473524
20 34 3194008
20 36 2020930
20 38 11979201
20 40 10040996
20 42 11748981
20 46 2143422
20 49 9803523
20 51 9697172
20 52 8033142
20 54 2679416
20 61 2172917
20 62 11853965
20 67 3158457
20 71 9578554
20 73 282173
20 74 5199694
20 77 11736579
20 78 4994405
20 79 8216311
20 82 2180114
20 85 1147111
20 86 8944067
20 87 7999121
20 88 8327510
20 89 10935724
20 90 7706783
20 91 3472453
20 99 10539800
21 0 2512221
21 1 10659111
21 2 11131718
21 3 9326053
21 5 176942
21 9 3895540
21 12 11705333
21 13 7008012
21 20 7672101
21 29 2173063
21 31 934530
21 32 5906253
21 33 9074591
21 35 10744529
21 36 6074500
21 38 2298983
21 39 8909781
21 44 964928
21 50 5972864
21 51 9939673
21 56 7953055
21 57 5206904
21 59 2656304
21 62 9813444
21 63 1604193
21 65 3900073
21 66 8437630
21 71 11645756
21 72 190534
21 74 5032731
21 75 293245
21 76 10501390
21 78 402138
21 79 1428641
21 81 4925860
21 82 4929261
21 83 10460449
21 90 6956465
21 92 1577413
21 93 2523389
21 94 8744987
21 95 11273720
22 0 2455952
22 7 8810629
22 10 7872905
22 11 4661468
22 14 2511214
22 15 9868525
22 16 5701970
22 17 10369426
22 18 322353
22 23 10232721
22 25 3320642
22 26 3082656
22 27 11694444
22 28 4506040
22 30 11604112
22 33 7996881
22 34 9171742
22 35 11057413
22 36 6071218
22 38 6472436
22 39 1654950
22 44 1081162
22 45 12205996
22 49 8264980
22 51 976428
22 52 7634204
22 53 1190639
22 54 5682503
22 56 9265104
22 57 6939384
22 59 8196259
22 60 154068
22 61 11494426
22 64 7721160
22 66 668320
22 67 1244767
22 69 10300586
22 74 5711940
22 75 6779295
22 76 12095252
22 77 7001264
22 89 11953507
22 90 9545734
22 91 5232394
22 98 8709822
23 1 1866110
23 2 2762291
23 3 2049699
23 4 6413305
23 7 8891434
23 11 4492565
23 14 8465692
23 15 5644786
23 17 1029471
23 21 11644263
23 22 445031
23 24 804781
23 26 3406870
23 27 5663136
23 28 1185773
23 32 2766152
23 33 11565546
23 40 5807304
23 41 5244332
23 42 8484192
23 44 878029
23 45 1505444
23 50 7109288
23 54 5001535
23 55 4181903
23 56 2680114
23 58 6478868
23 59 4863217
23 60 261261
23 64 603173
23 65 10852861
23 66 1451094
23 67 6220270
23 68 6815649
23 70 3762571
23 72 6794820
23 75 11702459
23 77 668927
23 78 8614588
23 80 2073927
23 81 6134
23 82 11186276
23 83 2266486
23 84 761808
23 85 9879700
23 86 8679389
23 87 1952076
23 88 11453003
23 90 8391374
23 91 10491280
23 92 6352153
23 93 11838622
23 95 7491780
23 97 11022180
23 99 6580323
24 2 4903898
24 3 5516967
24 5 7391864
24 6 9841784
24 7 1563076
24 11 8926484
24 12 3943781
24 13 3877595
24 14 5009334
24 15 7580994
24 17 2229768
24 21 7285087
24 23 6812210
24 27 9661024
24 29 1073734
24 32 1624547
24 33 1965246
24 34 1717206
24 37 3533116
24 41 5465502
24 42 9936443
24 46 10803785
24 48 1389700
24 52 8415401
24 53 3359549
24 54 11376787
24 55 3040701
24 57 10763320
24 63 4419879
24 65 5146267
24 69 1942045
24 70 9834394
24 71 7293586
24 72 2141608
24 76 6942083
24 77 12171190
24 78 5569938
24 80 7400592
24 82 10401816
24 84 7722541
24 89 3755624
24 90 3989931
24 95 8465549
24 98 6589768
24 99 5395397
25 0 1640181
25 1 39267
25 2 12163365
25 3 8787845
25 4 1796426
25 5 6896759
25 7 7509551
25 8 8996575
25 9 8925592
25 10 9943511
25 11 4453006
25 12 7912645
25 14 3084451
25 16 7016923
25 18 1352421
25 19 5294136
25 20 5280046
25 21 1870806
25 22 5351102
25 23 8037776
25 24 6994974
25 27 3798076
25 28 8472330
25 30 3162947
25 31 10870220
25 32 3060798
25 34 4021891
25 35 3522071
25 37 7551809
25 38 5649208
25 41 5887566
25 42 4271656
25 43 11312587
25 44 2141837
25 49 11146920
25 51 622488
25 53 2161482
25 55 5797505
25 56 8124229
25 57 6096938
25 58 11826965
25 61 2435822
25 62 9354155
25 64 1838503
25 66 9976184
25 67 1479367
25 68 4528178
25 70 7932390
25 74 7690974
25 75 10569827
25 76 11575781
25 77 10441509
25 80 9769165
25 81 4343879
25 84 8571942
25 85 11357758
25 88 4282719
25 89 8804627
25 90 5945270
25 93 1394766
25 94 818717
25 95 9936760
25 98 11641764
26 2 1849031
26 3 17109
26 4 2927973
26 5 1844609
26 6 11436643
26 8 3879586
26 13 4332326
26 14 10551901
26 15 2580446
26 16 7347969
26 17 1647297
26 18 3995350
26 19 658303
26 20 5666922
26 21 8693459
26 22 7034981
26 24 10627752
26 25 4798423
26 27 3627359
26 28 76148
26 31 7829410
26 33 2044033
26 34 1119310
26 36 8180206
26 38 836019
26 42 4195511
26 43 347160
26 46 11654043
26 47 743202
26 49 2606096
26 53 6810740
26 54 2293105
26 55 5190833
26 56 7129308
26 57 9566556
26 60 3481988
26 63 4677983
26 64 10877683
26 66 1796897
26 67 717817
26 69 2152181
26 71 9981310
26 74 4916288
26 77 7754723
26 78 9933161
26 79 5078823
26 81 10522063
26 82 1524135
26 84 9621868
26 85 3672453
26 87 3623647
26 90 1254023
26 93 7242517
26 95 9892734
26 98 2409875
27 3 1362011
27 5 5205360
27 6 6359717
27 9 2649007
27 10 4547926
27 12 4977877
27 14 10790276
27 15 8341970
27 18 2502156
27 20 11952173
27 21 5831053
27 22 3056941
27 24 12235216
27 25 6420517
27 26 8530250
27 31 6128347
27 36 6893824
27 41 2225103
27 43 2684439
27 44 4961387
27 46 9489065
27 47 10642228
27 52 2367824
27 53 10624874
27 54 9159663
27 58 5039319
27 60 11410753
27 63 569936
27 64 6603476
27 66 9897482
27 68 6920122
27 70 11432458
27 71 1766364
27 72 5961380
27 74 4568475
27 76 6419387
27 77 6481507
27 78 11489229
27 79 10480898
27 81 6181685
27 82 11475433
27 85 9441129
27 86 3507830
27 91 8072233
27 93 2007876
27 95 11474630
28 1 1500788
28 2 11548779
28 6 6960628
28 7 10333265
28 9 5616771
28 13 1361598
28 14 5559160
28 20 2214710
28 22 5385569
28 26 8134619
28 27 12001907
28 29 3009251
28 32 12218852
28 33 5437936
28 34 6184931
28 35 5933002
28 36 11797355
28 37 1468844
28 38 9063705
28 39 6492978
28 42 2490329
28 44 9094044
28 47 2113284
28 50 1996416
28 51 7360833
28 54 2387061
28 55 650291
28 57 4439023
28 58 6283807
28 59 138113
28 60 779911
28 61 2915591
28 62 9852221
28 65 5646834
28 66 1832362
28 67 9668583
28 71 8727726
28 74 4241605
28 78 3996425
28 79 11138681
28 81 10767702
28 85 4386370
28 86 138952
28 87 8670839
28 93 4413473
28 94 6268603
28 95 8170312
28 96 4771113
28 97 2778687
28 99 7317178
29 3 11759975
29 5 8495412
29 7 3265280
29 8 2348390
29 9 11339026
29 10 10366844
29 11 4116282
29 14 1591618
29 15 6833045
29 16 1821472
29 18 3797168
29 23 9209278
29 25 2935334
29 27 3718586
29 28 10861665
29 32 6111647
29 33 5657861
29 34 4185335
29 35 9912334
29 36 6005621
29 39 9845216
29 41 89299
29 42 268718
29 43 5020874
29 45 2624356
29 46 966631
29 47 1214231
29 50 7341410
29 52 8618761
29 53 9448647
29 55 4833255
29 56 2257230
29 59 5195333
29 63 9233868
29 64 701439
29 66 1544105
29 67 7377478
29 68 9366470
29 72 9543105
29 74 2368771
29 78 9017237
29 83 3036529
29 85 10676729
29 86 8107790
29 87 8262925
29 88 3536938
29 91 1569889
29 93 5374742
29 96 2118133
29 97 2350347
30 2 2381411
30 4 5065292
30 5 847822
30 14 7526653
30 15 11139356
30 18 8106667
30 21 1752857
30 22 2819897
30 25 9878702
30 26 2792508
30 29 11893379
30 31 10306952
30 33 8683546
30 35 11051080
30 37 2188267
30 38 10195346
30 39 10590349
30 43 11333487
30 44 5304690
30 47 2547908
30 48 553103
30 49 1119002
30 50 6518372
30 51 11943559
30 53 2055006
30 55 11212012
30 56 6505819
30 59 7457712
30 61 1220672
30 62 10034113
30 63 8955516
30 64 9892302
30 65 8011287
30 67 6135352
30 68 9093853
30 70 7075713
30 72 919042
30 73 10840220
30 77 11237116
30 78 6920476
30 79 9322829
30 83 444348
30 84 12154943
30 88 6172985
30 89 9243591
30 91 4147187
30 92 2164976
30 95 5982454
30 96 2260690
31 0 1460871
31 3 1597538
31 7 645409
31 9 631289
31 10 4678911
31 12 1282910
31 17 11631616
31 22 10124452
31 24 289491
31 25 11755284
31 26 8763962
31 27 6299099
31 28 6195964
31 29 6158614
31 30 8739046
31 32 4537174
31 35 11977222
31 38 2383183
31 40 5501997
31 41 6479409
31 51 11221510
31 54 498181
31 55 848309
31 57 11091686
31 62 9046370
31 63 4934384
31 64 11822385
31 66 7595229
31 67 7638152
31 69 106470
31 71 10329768
31 74 10803973
31 75 10360445
31 76 6976704
31 78 7241322
31 79 1148886
31 84 5180582
31 89 2136565
31 92 5070975
31 93 9834014
31 96 5991282
31 97 7504840
32 0 763703
32 1 9820982
32 3 11311505
32 8 9771222
32 12 9879397
32 14 1310008
32 15 3902888
32 19 6791973
32 20 1219827
32 21 9416520
32 22 1601951
32 24 12073878
32 28 1804142
32 29 4375189
32 30 6625172
32 33 11419901
32 34 109485
32 37 5210558
32 39 3191051
32 40 7914239
32 42 7183556
32 44 3913059
32 45 11209686
32 47 1908189
32 48 9411665
32 49 5949196
32 50 585025
32 52 2577436
32 53 11339803
32 55 5347881
32 56 2576717
32 58 8829575
32 59 2116733
32 60 3140215
32 61 3622450
32 62 10990367
32 63 6797308
32 64 4681561
32 66 5367496
32 70 3524640
32 71 3756172
32 72 5028045
32 74 706428
32 75 11540130
32 76 12240036
32 83 6399371
32 84 1394597
32 86 3286849
32 87 12174504
32 88 4852233
32 89 11892546
32 90 11686722
32 94 9229727
32 95 4925775
33 0 3187829
33 3 7558528
33 6 7717729
33 8 11011992
33 9 4945983
33 10 6717205
33 11 4348177
33 12 10940668
33 15 3970180
33 16 8079109
33 17 7742620
33 19 4441499
33 20 4068408
33 22 9500655
33 24 180601
33 26 4351808
33 28 5329373
33 32 2077491
33 34 3740938
33 35 9137167
33 36 10087433
33 37 590185
33 39 3847919
33 40 11463265
33 41 2100652
33 44 11957166
33 47 1555457
33 49 120189
33 50 2442767
33 52 9610552
33 54 6526731
33 58 8912275
33 59 5244717
33 62 6874116
33 63 8201443
33 65 6212399
33 66 2930859
33 71 3034448
33 74 7077960
33 76 9527604
33 77 4260486
33 78 5102057
33 82 6513742
33 84 8872490
33 86 11941448
33 89 457146
33 90 2620733
33 91 592505
33 92 6672537
33 97 533333
34 2 9575435
34 7 5211675
34 8 2525824
34 9 4792198
34 11 10009112
34 12 3555268
34 13 8647501
34 18 10788625
34 19 7926452
34 23 9428467
34 24 2070573
34 28 8350924
34 33 4694380
34 35 7613308
34 37 6381064
34 39 4958286
34 45 11144178
34 46 3595855
34 48 8208705
34 50 392749
34 51 6864690
34 52 839105
34 58 3340939
34 60 1227483
34 62 342404
34 64 4143943
34 65 5354707
34 67 8313815
34 73 7341797
34 75 5846951
34 77 347114
34 78 2741481
34 79 1916019
34 82 4411434
34 83 3413121
34 85 471066
34 87 8492661
34 88 3760585
34 89 584954
34 92 11488147
34 93 9253410
34 94 2137049
34 96 6929635
35 0 8627756
35 3 6809532
35 10 8772322
35 13 11794898
35 15 7040863
35 16 3212558
35 17 2977304
35 18 1738145
35 21 654112
35 22 2607484
35 26 5690635
35 30 9590790
35 31 1768315
35 32 10803853
35 33 11373162
35 37 11083432
35 38 3456600
35 39 11823196
35 40 2505841
35 42 8692241
35 47 5598793
35 48 6488111
35 49 4260710
35 51 11196291
35 52 1998678
35 53 5387105
35 55 3023926
35 56 10477384
35 57 1556186
35 60 5664275
35 65 6661275
35 66 2853340
35 67 11747756
35 68 11776638
35 70 6851057
35 72 1670854
35 76 8153330
35 78 8315747
35 79 10178261
35 80 1931836
35 81 11704961
35 83 2344771
35 88 4328975
35 89 440438
35 91 5911484
35 95 7725456
35 98 7370437
35 99 11270428
36 1 1810367
36 2 8492012
36 7 6366701
36 8 9935817
36 9 7498639
36 12 1269090
36 13 4149957
36 14 11655300
36 16 3649356
36 18 4864066
36 19 5481081
36 20 5377600
36 21 8061942
36 22 10118358
36 24 1863507
36 27 6258516
36 28 11275735
36 30 7283472
36 31 13507
36 32 6154255
36 33 10628586
36 34 9075266
36 35 5816334
36 39 7557063
36 41 1045006
36 42 212643
