100 900
19 5 219969
19 13 98761
19 15 359667
19 27 266340
19 54 325692
19 70 234097
20 9 265212
20 31 252140
20 33 339733
20 40 59165
20 43 324649
20 49 268839
20 51 243088
20 66 53016
20 69 386398
20 70 196678
20 80 31558
20 86 368055
21 4 279951
21 15 198113
21 16 233202
21 22 260275
21 25 263514
21 29 342485
21 36 73594
21 42 385414
21 45 117798
21 60 105289
21 67 110125
21 70 118231
21 95 90958
21 97 237039
21 99 338983
22 15 201339
22 26 78033
22 35 256411
22 41 195493
22 48 6056
22 51 346111
22 67 252000
22 71 319663
23 4 211587
23 5 78365
23 12 271141
23 46 291734
23 60 103781
23 69 82271
23 76 303701
24 5 248315
24 6 261579
24 11 218792
24 27 389338
24 37 299117
24 40 106387
24 47 44744
24 57 36058
24 97 328271
24 99 360504
25 8 235344
25 21 66567
25 58 353976
25 67 16911
25 70 335321
25 74 341400
25 91 136064
26 15 341646
26 19 100529
26 27 41012
26 46 29334
26 53 152701
26 69 49107
26 73 4706
26 77 209726
26 92 322133
27 3 173256
27 9 77476
27 16 392009
27 19 262416
27 22 62538
27 26 230265
27 68 304609
27 88 349501
28 2 331992
28 5 149052
28 18 363829
28 20 108085
28 22 67186
28 25 130653
28 26 204925
28 34 154214
28 47 356485
28 58 107666
28 60 58790
28 66 396901
28 67 336270
28 69 172573
28 73 188208
28 80 274785
28 82 64019
28 91 314544
29 14 396054
29 44 4959
29 56 176115
29 76 322050
29 86 305642
29 93 183163
30 6 373887
30 9 48544
30 15 395170
30 23 60785
30 59 188207
30 73 331956
30 81 211790
30 89 273578
30 96 341537
31 4 207561
31 13 330175
31 17 394502
31 24 199640
31 33 177357
31 57 278008
31 62 329477
31 83 378500
31 91 342714
32 0 114668
32 1 402026
32 4 271988
32 7 149402
32 8 43283
32 18 213877
32 20 172186
32 29 190646
32 30 299311
32 31 196745
32 34 63231
32 70 343078
32 75 401058
32 90 21555
32 98 37737
33 7 50179
33 57 43361
33 67 34149
33 81 151463
33 82 273578
33 91 296405
33 92 112093
34 20 397660
34 24 97157
34 44 225232
34 47 58765
34 59 237535
34 67 153297
34 79 351116
34 89 230302
34 93 312404
34 94 317844
35 6 372904
35 21 357752
35 22 368179
35 25 174124
35 26 193773
35 31 231474
35 38 66455
35 66 201457
35 68 380690
35 70 134053
35 84 157847
35 98 327105
36 0 328960
36 4 91182
36 7 47506
36 30 6063
36 33 45180
36 41 223241
36 55 36642
36 56 182416
36 63 89131
36 97 336119
36 98 6131
37 25 322978
37 26 188723
37 40 296303
37 45 190551
38 47 255578
38 90 249716
38 94 257440
39 10 356541
39 15 36212
39 25 145890
39 32 133417
39 34 56186
39 40 304284
39 58 381253
39 70 179531
40 13 28260
40 19 269386
40 30 288936
40 43 25543
40 48 264564
40 52 284083
40 58 277666
40 83 100486
40 92 399765
40 96 76713
41 59 253214
41 60 19883
41 62 192866
41 66 122118
41 74 314378
41 79 95846
41 87 346598
41 88 231008
41 89 82096
42 3 362151
42 33 240254
42 49 370166
42 52 313884
42 53 105167
42 72 355280
42 85 167679
42 92 356378
43 5 347904
43 10 323170
43 18 18665
43 24 285782
43 31 296674
43 38 136150
43 42 35416
43 48 106520
43 60 27805
43 63 112861
43 67 236657
43 71 164014
43 75 58758
44 2 228712
44 7 282461
44 25 117192
44 30 344328
44 42 282155
44 45 209063
44 52 229444
44 60 124395
44 74 362075
44 84 285332
44 98 174843
45 2 145177
45 10 82193
45 24 63129
45 35 311783
45 36 117516
45 38 400314
45 54 74578
45 60 356774
46 2 96987
46 6 402380
46 11 300313
46 21 7625
46 40 154431
46 62 9684
46 66 333901
46 69 371334
46 95 70290
46 99 100747
47 6 187908
47 8 123214
47 12 66241
47 17 151579
47 20 115383
47 22 348469
47 24 13719
47 43 120034
47 55 291291
47 90 256006
47 99 184461
48 4 348495
48 64 243494
48 78 308976
48 85 222889
48 92 168164
48 94 190728
48 99 343049
49 3 204815
49 7 274992
49 15 47274
49 30 263306
49 90 89831
49 95 352676
49 96 258704
49 98 207745
49 99 373371
50 26 148362
50 31 123808
50 49 367548
50 58 384917
50 59 189238
50 60 306007
50 67 269779
50 75 360184
50 92 264756
50 96 285329
51 1 331483
51 11 38821
51 17 91791
51 42 104517
51 43 97777
51 45 289657
51 46 165276
51 59 80177
51 64 378440
51 73 331732
51 74 302135
51 99 118966
52 30 97471
52 57 180625
52 85 346180
52 88 45064
53 14 307499
53 23 170695
53 24 271234
53 27 351976
53 31 101451
53 42 162577
53 68 349537
53 69 200634
53 88 4309
53 99 243247
54 6 286839
54 12 134945
54 17 369893
54 22 170296
54 26 389742
54 28 301516
54 40 145222
54 45 403279
54 55 179804
54 61 121362
54 64 94270
54 67 105204
54 68 166029
55 1 339764
55 4 7783
55 10 143987
55 16 286758
55 27 194695
55 52 105276
55 61 315146
55 76 207105
55 80 75607
55 89 347635
55 94 272478
56 17 216898
56 19 128287
56 23 225971
56 30 104415
56 49 391339
56 59 300604
56 68 306877
56 79 102325
56 85 216589
57 9 67608
57 32 286851
57 38 357065
57 55 188687
57 67 155731
57 70 336207
57 90 328973
58 7 323046
58 11 212742
58 15 66589
58 27 101604
58 28 347261
58 64 123615
58 78 402706
58 95 271986
59 4 331071
59 10 345397
59 43 175988
59 46 89557
59 49 273986
59 55 323492
59 71 386427
60 15 104603
60 37 191424
60 51 222482
60 64 185038
60 70 385670
60 74 342513
60 86 107940
60 92 13116
60 95 230046
61 5 109323
61 22 246930
61 27 71056
61 28 395808
61 36 395199
61 37 169249
61 59 80446
61 71 376316
61 82 80051
61 87 348011
61 90 200722
62 1 378442
62 29 268341
62 33 159335
62 43 259007
62 50 48979
62 55 155399
62 64 401471
62 93 382043
62 98 352617
63 19 225378
63 26 178281
63 41 155611
63 61 202892
63 71 239685
63 81 316808
63 95 364987
64 2 205937
64 3 16909
64 6 394701
64 10 329621
64 17 288337
64 27 343827
64 56 153225
64 67 146273
64 71 106600
64 82 131180
65 34 382217
65 37 32091
65 39 184062
65 63 322378
65 93 40436
66 11 39787
66 22 262609
66 33 78872
66 49 63997
66 56 12
66 71 68139
66 74 128098
66 77 286903
66 87 350496
66 89 156372
66 91 343942
67 14 30555
67 15 109126
67 16 300887
67 30 348751
67 39 240265
67 51 115006
67 55 394047
67 79 214005
67 93 166636
67 94 372640
67 97 218436
68 1 14923
68 22 240016
68 60 350956
68 72 252177
68 96 107675
69 8 274468
69 22 18314
69 28 375466
69 59 127924
70 36 84895
70 46 235698
70 68 347613
70 81 171848
71 30 19950
71 54 90196
71 61 254666
71 74 116216
71 88 44160
71 95 4948
72 13 230807
72 67 341817
72 80 385413
72 88 199760
72 99 8256
73 11 320419
73 16 26476
73 19 303452
73 25 247204
73 46 60843
73 54 127511
73 59 278603
73 60 122005
73 65 79209
73 66 333379
73 84 361511
73 87 143590
74 4 157868
74 6 231034
74 40 103540
74 52 346633
74 73 380620
74 79 222716
75 1 180101
75 5 301196
75 13 170602
75 20 138697
75 22 347297
75 32 80188
75 44 133838
75 60 261186
76 0 65727
76 13 273783
76 44 394120
76 63 65210
76 66 161518
76 90 108916
77 12 59440
77 18 151920
77 24 246520
77 26 301054
77 36 7036
77 65 258243
77 66 239474
77 71 100648
77 78 328116
77 86 173961
77 87 262327
77 97 216866
78 5 257428
78 8 123940
78 14 125628
78 24 170871
78 37 31544
78 40 30444
78 41 88109
78 51 126372
78 68 213610
78 81 146545
78 88 214634
79 9 250500
79 11 388540
79 17 241537
79 27 278554
79 32 15917
79 55 114883
79 60 6930
79 81 181524
79 82 198396
79 83 372223
79 90 10380
79 94 84607
79 95 178467
79 97 86547
80 3 125170
80 10 193350
80 11 36249
80 15 72689
80 19 159270
80 48 23563
80 84 135614
80 99 261860
81 4 340255
81 11 48942
81 28 254161
81 32 251694
81 33 170474
81 36 103899
81 45 18199
81 48 367211
81 76 46174
81 83 84787
81 90 290424
81 92 121663
81 97 4324
82 17 209861
82 22 21375
82 48 82594
82 57 226899
82 60 278852
82 85 161718
82 93 268038
83 5 201793
83 8 268670
83 37 101621
83 42 139458
83 65 257263
83 68 100752
83 76 397974
83 78 223709
83 80 119064
83 92 43751
83 94 331106
83 95 206824
83 97 386712
84 14 325167
84 21 166136
84 34 50448
84 37 395487
84 38 10856
84 40 56697
84 43 383179
84 54 26131
84 68 95724
84 97 213819
85 9 161455
85 22 332425
85 28 235761
85 32 189636
85 58 49282
85 64 29685
85 83 152924
85 84 10401
85 86 356631
86 18 233136
86 19 196567
86 47 194618
86 48 19314
86 50 151257
86 54 148551
86 59 133767
86 60 308693
86 73 241649
86 74 377111
87 8 319940
87 11 273728
87 20 234106
87 25 93243
87 37 300451
87 50 327805
87 57 41521
87 58 113255
87 66 276494
87 67 339822
87 79 283184
87 81 388672
87 89 314992
88 13 88568
88 14 384311
88 19 97948
88 51 147999
88 53 62808
88 57 203730
88 58 77859
88 61 97293
88 64 254795
88 82 25054
89 14 315359
89 20 228995
89 25 134983
89 33 303689
89 35 165575
89 60 388819
89 63 324823
89 78 112481
89 91 132502
90 12 65837
90 17 76276
90 18 56857
90 20 181870
90 27 110137
90 29 53021
90 30 377380
90 33 268727
90 50 71190
90 66 370902
90 87 331191
90 92 14502
90 94 403921
90 96 180384
90 99 3221
91 2 250121
91 17 34961
91 18 278708
91 20 52753
91 31 81965
91 35 61573
91 42 238768
91 46 5317
91 48 395320
91 49 91172
91 78 209577
91 81 79858
91 95 242304
92 5 206065
92 17 389013
92 19 89731
92 22 169124
92 30 375294
92 49 31862
92 56 390122
92 81 261905
92 82 11186
92 94 119428
93 5 378660
93 11 205805
93 26 241496
93 55 251910
93 65 10204
93 87 176032
93 99 91750
94 3 223933
94 8 169262
94 30 315055
94 43 18493
94 58 211108
94 68 128117
94 77 401018
94 88 312249
94 99 112532
95 18 380294
95 20 217382
95 30 150363
95 68 174993
95 97 269404
96 11 370923
96 38 14561
96 42 296174
96 43 166874
96 44 87511
96 48 105229
96 55 4414
96 67 67250
96 84 75934
97 25 252816
97 31 331553
97 33 333275
97 66 322405
97 72 307604
97 79 364240
97 85 183881
98 2 340400
98 11 53622
98 51 361843
98 58 241263
98 71 313282
98 83 383776
98 85 253708
99 60 164242
99 61 295688
99 65 277754
99 73 287586
